age,dailyrate,distancefromhome,education,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,worklifebalance,yearsatcompany,attrition,synthetic
33,1351,27,1,2,44,1,1,2,12301,4,1,11,3,3,1,10,2,2,1,1
35,1214,3,4,3,76,3,3,3,10577,2,0,24,3,3,1,23,3,8,0,1
54,714,23,3,4,87,2,3,1,13715,1,0,18,3,1,0,27,2,7,0,1
40,623,2,3,1,91,3,2,1,8935,3,0,13,3,1,0,5,1,20,0,1
52,951,22,3,2,44,2,1,2,5581,4,1,15,3,4,2,5,2,22,1,1
31,902,2,3,4,84,3,2,4,11732,1,0,19,3,3,2,18,3,5,0,1
34,1073,2,3,4,66,3,3,3,11515,1,0,17,3,3,2,8,3,9,0,1
29,616,9,3,1,70,1,1,2,13320,3,0,20,3,4,0,9,3,18,1,1
26,419,3,3,2,63,3,4,2,5328,2,1,20,3,2,2,0,1,10,1,1
39,1015,1,4,4,91,3,4,4,10080,1,0,17,3,3,1,15,3,18,0,1
34,803,6,3,3,96,1,2,2,12608,7,1,16,3,2,2,2,3,17,0,1
30,1261,3,4,3,90,3,2,3,14931,1,0,16,3,3,1,22,3,14,0,1
27,496,24,1,1,38,1,1,1,1790,6,1,13,3,1,0,3,1,1,1,1
43,868,1,3,3,97,3,3,3,12597,1,0,17,3,4,1,17,3,7,0,1
24,369,28,2,1,54,1,1,1,2263,4,1,12,3,1,0,1,1,0,1,1
31,489,19,1,1,54,1,1,1,1937,8,1,12,3,1,0,1,1,1,1,1
32,1315,1,4,4,82,3,2,4,9231,1,0,19,3,4,1,8,3,5,0,1
34,1326,1,4,3,76,3,3,3,7677,2,0,16,3,4,1,14,3,12,0,1
45,648,22,4,4,82,3,2,3,1148,7,1,11,3,3,0,2,3,17,1,1
22,223,22,1,1,48,1,1,1,1221,5,1,12,3,1,0,4,1,1,1,1
25,600,1,1,4,79,3,4,4,4563,2,0,22,3,1,0,8,2,13,0,1
25,589,23,1,2,32,2,3,3,5365,4,1,21,3,4,0,3,2,5,0,1
42,1301,2,3,3,97,3,3,3,14514,1,0,17,3,3,1,22,3,8,0,1
47,288,17,3,1,33,2,1,2,7096,0,1,12,3,2,0,29,2,15,1,1
33,1282,2,4,4,65,3,3,3,9901,2,0,17,3,3,1,22,3,14,0,1
29,486,17,1,1,48,1,1,1,2943,5,1,11,3,1,0,3,1,1,1,1
40,553,10,3,3,92,1,2,3,8312,1,0,12,3,3,0,10,1,9,0,1
34,855,3,4,4,90,3,4,4,11891,2,0,23,3,4,1,14,3,13,0,1
25,1361,7,3,4,64,3,4,1,13563,0,1,21,3,3,0,25,2,3,0,1
33,1067,14,1,2,74,1,4,3,5624,5,0,20,3,2,1,3,3,13,0,1
39,1074,28,2,1,73,3,2,3,6994,5,1,13,3,3,0,10,1,23,0,1
22,254,17,2,1,36,1,1,1,2720,6,1,13,3,1,0,2,1,1,1,1
43,429,24,3,1,70,3,3,1,12445,8,0,20,3,4,1,26,2,12,0,1
36,375,6,4,1,64,3,4,2,7732,2,1,17,3,2,0,11,2,2,0,1
29,403,17,1,1,37,1,1,1,2867,7,1,12,3,1,0,4,1,1,1,1
42,1208,3,4,3,70,3,3,4,5303,1,0,21,3,3,1,14,3,15,0,1
22,353,23,2,1,51,1,1,1,1396,8,1,13,3,1,0,1,1,0,1,1
35,1078,11,4,2,70,1,4,4,6234,6,0,19,3,1,1,1,3,14,0,1
30,1203,3,3,2,76,3,3,2,14197,2,1,20,3,1,0,2,1,17,1,1
48,1368,2,4,4,61,3,4,3,7988,2,0,22,3,3,2,17,3,11,0,1
41,1284,1,4,4,89,3,4,3,10565,2,0,17,3,4,2,17,3,12,0,1
25,373,19,2,1,33,1,1,1,2606,6,1,12,3,1,0,2,1,0,1,1
29,351,20,1,1,47,1,1,1,1084,7,1,13,3,1,0,3,1,0,1,1
24,717,14,3,2,62,2,4,2,2742,3,0,21,3,3,0,3,2,19,1,1
25,343,29,2,1,36,1,1,1,2198,6,1,13,3,1,0,4,1,0,1,1
23,467,26,1,1,48,1,1,1,1446,4,1,13,3,1,0,1,1,1,1,1
48,1215,3,3,3,91,3,3,3,13287,1,0,22,3,3,1,13,3,18,0,1
23,378,25,1,1,49,1,1,1,1548,4,1,12,3,1,0,1,1,2,1,1
28,1356,15,2,4,77,1,3,3,3248,0,1,19,3,3,1,7,3,19,1,1
28,308,3,4,4,69,1,4,4,5390,3,0,22,3,1,0,29,1,1,1,1
40,1300,3,4,4,84,3,4,4,5237,2,0,23,3,4,1,23,3,9,0,1
47,428,22,3,2,36,1,1,2,3574,4,0,23,3,4,0,18,2,11,1,1
45,1377,2,3,4,98,3,4,4,8176,2,0,17,3,3,1,18,3,13,0,1
34,683,10,1,2,96,2,4,4,4346,0,0,11,3,2,2,22,3,11,0,1
26,592,18,2,1,47,1,1,1,2916,5,1,11,3,1,0,3,1,1,1,1
45,932,3,3,3,96,3,4,4,8093,2,0,23,3,3,1,17,3,16,0,1
24,1385,13,2,2,44,1,3,4,10055,4,1,11,3,2,1,14,3,2,0,1
26,512,15,1,1,43,1,1,1,1548,8,1,12,3,1,0,4,1,1,1,1
48,1192,1,3,3,85,3,4,4,7531,2,0,21,3,4,2,8,3,7,0,1
26,207,15,2,1,36,1,1,1,2542,6,1,11,3,1,0,3,1,2,1,1
32,752,18,4,2,97,2,4,1,6442,7,0,14,3,1,1,21,1,10,1,1
42,1173,4,3,3,72,3,3,3,13842,1,0,18,3,3,1,24,3,18,0,1
22,530,27,1,1,31,1,1,1,2672,8,1,11,3,1,0,2,1,0,1,1
28,853,16,3,2,63,3,1,4,2069,5,1,18,3,3,0,1,1,8,0,1
31,243,22,2,4,35,1,4,1,12255,8,1,24,3,4,1,17,3,6,0,1
27,1077,16,4,4,97,1,2,3,3523,5,0,18,3,3,0,12,3,17,1,1
28,441,19,2,1,33,1,1,1,1528,6,1,12,3,1,0,2,1,0,1,1
25,850,13,4,2,40,3,3,4,12731,1,0,15,3,1,0,23,2,7,0,1
30,407,23,1,1,46,1,1,1,2594,5,1,12,3,1,0,3,1,1,1,1
48,1217,12,1,4,91,1,1,3,9251,2,0,12,3,1,1,8,1,7,0,1
35,1014,4,3,3,71,3,2,3,10873,2,0,15,3,4,1,9,3,7,0,1
31,399,21,1,3,42,2,3,1,5511,8,1,17,3,4,0,4,2,15,0,1
36,959,12,2,1,94,3,4,4,11220,6,1,20,3,2,2,0,2,18,0,1
39,1339,4,4,3,60,3,4,4,13108,2,0,16,3,4,2,8,3,11,0,1
31,561,15,1,1,53,1,1,1,2737,6,1,12,3,1,0,4,1,2,1,1
40,261,7,4,3,92,3,1,4,6709,3,0,17,3,2,1,7,2,11,1,1
30,301,5,1,1,86,2,4,1,11649,2,1,24,3,3,0,12,3,7,0,1
45,501,29,4,1,61,3,2,4,12012,1,1,19,3,1,0,19,2,24,1,1
32,1169,1,4,4,88,3,2,4,14796,2,0,21,3,4,2,13,3,18,0,1
30,436,19,2,1,39,1,1,1,1131,7,1,13,3,1,0,4,1,2,1,1
28,474,29,2,1,37,1,1,1,1743,6,1,11,3,1,0,2,1,0,1,1
36,525,29,4,2,52,1,3,1,5536,5,0,14,3,2,0,18,3,2,0,1
52,1076,2,2,4,43,1,2,3,6318,8,1,19,3,4,1,16,3,19,1,1
24,1388,1,1,4,64,2,1,4,14141,0,1,21,3,1,0,26,1,12,1,1
44,1394,23,4,1,72,1,3,4,5630,6,0,19,3,1,1,18,1,15,1,1
42,1280,2,3,3,91,3,2,4,14231,2,0,18,3,4,2,18,3,7,0,1
37,966,4,4,4,75,3,3,3,7203,2,0,23,3,4,2,23,3,9,0,1
25,261,18,2,1,53,1,1,1,1375,5,1,12,3,1,0,4,1,0,1,1
23,508,23,3,3,49,2,2,3,9542,2,0,12,3,4,2,23,3,16,1,1
45,932,2,3,4,75,3,2,3,10882,1,0,23,3,3,2,16,3,12,0,1
27,204,15,1,1,43,1,1,1,1230,4,1,13,3,1,0,1,1,2,1,1
26,548,24,2,1,32,1,1,1,1747,5,1,11,3,1,0,3,1,1,1,1
37,820,2,3,4,98,3,2,4,8603,2,0,24,3,4,2,8,3,12,0,1
26,459,18,1,1,44,1,1,1,2527,5,1,13,3,1,0,2,1,2,1,1
32,831,1,4,3,92,3,4,4,10519,2,0,24,3,4,2,20,3,17,0,1
33,1027,28,1,2,30,3,3,4,8201,1,1,11,3,4,1,29,1,19,1,1
28,526,16,1,1,52,1,1,1,2441,7,1,13,3,1,0,1,1,0,1,1
41,516,25,1,4,66,3,4,3,14901,3,0,23,3,2,1,21,2,15,0,1
43,1389,2,4,3,62,3,3,4,10714,2,0,18,3,3,1,22,3,5,0,1
37,1243,1,1,1,98,2,3,1,14803,3,1,19,3,4,2,20,3,20,1,1
52,794,6,2,4,79,3,3,4,8591,8,0,15,3,2,2,2,1,0,0,1
41,904,7,3,1,37,2,2,4,10569,4,0,16,3,1,2,29,3,21,0,1
51,1170,4,1,3,61,3,1,4,4846,7,0,19,3,1,2,7,3,0,1,1
48,490,10,4,2,83,2,4,3,10115,5,0,23,3,4,1,10,3,13,1,1
24,413,23,1,1,34,1,1,1,2456,4,1,13,3,1,0,3,1,2,1,1
25,319,15,2,1,46,1,1,1,2098,4,1,13,3,1,0,1,1,0,1,1
50,614,1,2,2,35,1,3,2,5829,3,1,20,3,3,0,8,1,10,0,1
31,1325,8,1,4,62,1,3,3,14057,6,0,13,3,1,1,28,3,21,0,1
23,574,6,3,4,50,3,2,3,11503,1,1,21,3,4,2,6,2,0,1,1
48,1399,1,3,4,77,3,3,4,12712,2,0,23,3,3,1,8,3,11,0,1
44,755,16,2,3,39,2,3,4,2057,7,1,19,3,1,0,24,2,7,1,1
25,523,18,2,1,32,1,1,1,1913,5,1,13,3,1,0,3,1,1,1,1
26,260,22,1,1,41,1,1,1,2023,8,1,13,3,1,0,4,1,1,1,1
28,500,23,1,1,52,1,1,1,2676,5,1,13,3,1,0,1,1,1,1,1
33,912,2,3,4,93,3,2,3,14067,2,0,16,3,4,1,12,3,14,0,1
38,1181,1,3,4,97,3,4,4,6517,2,0,15,3,4,2,17,3,7,0,1
30,999,4,3,3,67,3,3,4,10857,2,0,17,3,4,1,20,3,10,0,1
40,1305,2,3,4,93,3,2,4,5845,1,0,22,3,4,1,12,3,16,0,1
39,368,15,2,1,70,3,2,1,8952,0,0,23,3,1,1,12,3,7,1,1
23,244,16,1,1,42,1,1,1,1402,8,1,13,3,1,0,4,1,2,1,1
52,363,4,4,3,92,3,2,3,12961,4,0,17,3,4,0,12,3,6,1,1
22,265,21,1,1,47,1,1,1,1614,4,1,13,3,1,0,3,1,2,1,1
40,910,1,3,3,62,3,3,4,12039,1,0,18,3,3,2,15,3,10,0,1
52,996,27,4,1,96,1,1,4,2756,3,0,11,3,1,1,20,2,15,1,1
25,465,24,2,1,41,1,1,1,1061,4,1,13,3,1,0,1,1,2,1,1
25,575,28,2,1,45,1,1,1,1540,6,1,13,3,1,0,3,1,2,1,1
41,207,26,3,2,99,3,4,1,9876,2,1,16,3,3,0,14,3,13,0,1
49,920,2,4,3,75,3,4,4,7774,1,0,15,3,3,1,21,3,6,0,1
36,633,9,2,3,76,1,2,4,9787,4,1,19,3,4,0,29,2,21,0,1
48,1157,2,4,3,81,3,4,3,9193,1,0,22,3,4,1,11,3,11,0,1
31,1276,3,3,3,92,3,3,4,6980,2,0,15,3,3,2,16,3,12,0,1
27,203,15,1,1,39,1,1,1,2598,7,1,11,3,1,0,4,1,1,1,1
48,599,4,1,1,94,1,1,4,7084,3,0,12,3,2,1,1,1,0,1,1
40,1264,4,3,4,84,3,2,4,6943,1,0,23,3,4,1,24,3,8,0,1
25,422,17,2,1,46,1,1,1,1133,7,1,13,3,1,0,2,1,0,1,1
23,390,16,1,1,46,1,1,1,1948,4,1,13,3,1,0,1,1,1,1,1
30,1111,25,4,3,84,2,2,3,5566,3,0,20,3,2,0,23,3,6,0,1
40,265,15,1,2,67,2,1,2,8595,7,1,24,3,2,1,0,3,22,1,1
36,1003,25,3,2,30,3,2,1,5129,5,0,24,3,3,0,7,1,2,1,1
51,1046,21,3,4,86,1,2,3,12236,1,0,14,3,4,2,8,1,24,0,1
32,578,17,3,1,51,1,1,1,14776,7,0,15,3,4,1,17,3,19,0,1
39,895,1,3,3,81,3,4,3,12490,1,0,16,3,3,2,17,3,11,0,1
54,385,7,3,2,40,2,3,2,8654,6,0,20,3,1,2,29,2,7,1,1
36,1229,25,2,2,47,2,3,1,2329,6,1,22,3,2,2,11,2,15,1,1
24,429,23,1,1,50,1,4,1,2274,2,1,19,3,2,1,13,2,11,1,1
50,1290,10,4,2,56,2,4,1,7329,5,0,16,3,3,2,17,1,7,0,1
33,903,3,4,3,72,3,3,3,9958,2,0,15,3,3,2,12,3,8,0,1
52,273,22,1,2,80,2,4,4,10530,8,1,12,3,4,0,17,1,22,0,1
37,905,3,3,4,67,3,4,3,11600,1,0,23,3,3,1,19,3,18,0,1
29,438,29,1,1,42,1,1,1,2332,8,1,13,3,1,0,3,1,0,1,1
48,866,2,4,4,88,3,3,4,6584,1,0,23,3,4,2,22,3,13,0,1
46,965,4,4,4,84,3,4,4,5892,2,0,23,3,3,2,15,3,7,0,1
43,944,4,3,4,74,3,4,4,5085,2,0,21,3,4,2,16,3,8,0,1
31,1247,2,4,4,64,3,4,4,14261,2,0,18,3,4,1,10,3,5,0,1
30,1245,2,4,4,87,2,3,1,10696,2,0,11,3,2,0,27,3,16,1,1
28,243,13,1,4,35,2,1,3,10389,8,1,22,3,2,1,3,3,24,0,1
35,950,3,4,3,62,3,4,3,8233,2,0,15,3,4,2,16,3,16,0,1
48,857,10,1,2,62,1,2,1,3380,5,0,14,3,1,0,1,1,9,0,1
23,1109,25,3,1,70,2,3,4,13010,8,0,12,3,4,2,1,2,18,1,1
45,940,4,4,4,67,3,3,3,9568,1,0,21,3,4,1,13,3,13,0,1
39,760,12,3,3,34,3,2,2,1178,8,1,22,3,4,1,17,3,20,0,1
25,468,25,2,1,42,1,1,1,2938,7,1,12,3,1,0,4,1,0,1,1
30,253,19,1,1,34,1,1,1,2012,7,1,12,3,1,0,3,1,1,1,1
28,483,18,1,1,47,1,1,1,2982,8,1,11,3,1,0,3,1,2,1,1
39,410,21,4,1,94,1,1,4,11022,1,1,21,3,1,0,22,1,0,1,1
22,202,20,2,1,53,1,1,1,2809,4,1,13,3,1,0,2,1,1,1,1
28,433,19,4,3,38,2,2,1,5488,8,0,18,3,3,2,7,1,13,1,1
45,1175,19,3,3,40,2,2,4,2574,2,1,18,3,1,2,5,1,16,0,1
29,269,24,1,1,45,1,1,1,2306,5,1,13,3,1,0,2,1,2,1,1
48,1217,4,3,4,77,3,4,4,9357,1,0,20,3,3,1,15,3,9,0,1
44,1396,4,4,4,83,3,2,3,5531,2,0,24,3,4,1,17,3,18,0,1
43,1246,3,3,3,79,3,2,3,8310,2,0,22,3,4,2,17,3,6,0,1
28,546,24,1,1,47,1,1,1,2102,8,1,12,3,1,0,1,1,1,1,1
23,1140,14,2,2,44,2,3,1,13884,8,1,13,3,2,2,23,1,24,1,1
29,778,19,2,1,96,1,4,4,7922,2,1,17,3,2,0,29,2,23,0,1
35,1318,2,3,4,64,3,2,4,12315,2,0,21,3,4,1,8,3,13,0,1
45,330,26,4,4,51,2,4,1,13337,1,1,17,3,1,2,14,1,6,0,1
31,280,21,2,1,31,1,1,1,1990,4,1,12,3,1,0,3,1,0,1,1
32,1242,2,3,4,96,3,2,3,10961,1,0,20,3,4,2,18,3,6,0,1
41,811,3,4,3,81,3,4,4,14326,2,0,18,3,4,1,8,3,10,0,1
54,945,19,4,2,54,2,4,2,12707,5,0,15,3,4,2,3,2,23,1,1
27,1032,21,4,3,66,3,3,3,5314,0,0,17,3,1,2,26,3,19,1,1
45,574,9,3,3,39,1,1,4,11425,0,1,12,3,3,0,23,3,3,1,1
26,400,22,1,1,41,1,1,1,2501,6,1,11,3,1,0,2,1,2,1,1
35,239,16,1,4,33,2,4,4,4185,6,0,20,3,4,1,26,2,5,1,1
27,545,26,2,1,39,1,1,1,2167,7,1,12,3,1,0,4,1,0,1,1
41,1070,28,1,3,58,2,1,1,10052,1,0,24,3,1,0,4,3,18,1,1
26,1348,21,4,2,59,1,3,4,9041,1,1,18,3,2,1,28,1,16,1,1
30,1088,2,4,3,79,3,2,4,11018,2,0,21,3,3,2,11,3,5,0,1
45,1069,13,3,1,54,2,3,3,6272,3,1,20,3,3,0,8,1,0,1,1
25,304,16,1,1,45,1,1,1,1994,8,1,11,3,1,0,3,1,1,1,1
23,237,20,2,1,35,1,1,1,1165,7,1,11,3,1,0,2,1,0,1,1
33,1020,27,1,4,32,2,2,2,4879,1,1,12,3,4,0,25,1,14,1,1
51,604,12,1,4,31,3,4,3,6333,1,1,14,3,2,1,12,3,9,0,1
26,315,20,2,1,51,1,1,1,2055,4,1,12,3,1,0,1,1,0,1,1
46,860,1,4,3,81,3,4,3,10013,1,0,20,3,3,2,23,3,7,0,1
47,1277,4,4,4,91,3,4,3,8906,1,0,19,3,3,1,11,3,5,0,1
25,742,2,2,1,93,3,1,3,4649,5,1,14,3,2,0,18,2,24,1,1
27,245,15,2,1,54,1,1,1,2596,4,1,11,3,1,0,2,1,0,1,1
35,1377,4,4,4,99,3,3,3,7737,2,0,21,3,4,1,10,3,9,0,1
31,1038,4,3,4,83,3,2,4,11351,2,0,21,3,4,2,14,3,6,0,1
33,941,1,3,3,67,3,4,3,13714,2,0,21,3,4,2,21,3,14,0,1
37,409,1,4,1,30,3,1,1,12067,8,0,20,3,2,0,0,2,9,1,1
31,1153,2,3,3,71,3,3,3,13091,1,0,17,3,4,2,23,3,6,0,1
46,1074,21,2,4,38,2,3,2,11272,4,1,15,3,1,0,17,1,5,0,1
52,895,22,3,2,56,3,1,1,1794,3,0,17,3,4,0,14,2,7,0,1
37,1165,4,4,3,67,3,4,4,14449,1,0,17,3,4,2,11,3,13,0,1
25,564,19,1,1,52,1,1,1,2432,7,1,11,3,1,0,1,1,2,1,1
49,983,3,4,4,79,3,2,4,7028,2,0,16,3,3,2,24,3,12,0,1
48,550,11,2,3,43,3,1,2,7544,4,1,13,3,2,2,7,2,8,0,1
27,361,23,2,1,48,1,1,1,2205,5,1,11,3,1,0,2,1,2,1,1
24,460,20,1,1,52,1,1,1,2385,4,1,12,3,1,0,4,1,2,1,1
36,978,2,1,3,87,2,4,4,6884,4,0,18,3,1,1,25,1,8,1,1
28,311,18,2,1,46,1,1,1,2608,7,1,12,3,1,0,3,1,1,1,1
27,307,23,2,1,34,1,1,1,1628,6,1,12,3,1,0,4,1,1,1,1
30,1058,9,4,4,31,3,1,1,10216,0,1,21,3,3,0,6,2,14,1,1
47,1007,29,2,3,64,2,1,1,13411,8,1,18,3,3,1,22,2,8,0,1
27,416,24,2,1,46,2,2,2,8378,2,1,22,3,2,1,6,1,5,0,1
30,507,28,3,2,55,2,4,1,14170,1,0,19,3,1,0,4,1,7,1,1
25,214,15,1,1,42,1,1,1,1702,5,1,13,3,1,0,2,1,0,1,1
34,1393,1,4,4,66,3,2,3,13743,2,0,23,3,3,1,16,3,11,0,1
52,216,16,3,2,64,2,4,1,7322,7,0,20,3,2,1,1,1,18,0,1
27,577,22,1,1,40,1,1,1,2290,8,1,12,3,1,0,4,1,2,1,1
42,1214,5,2,2,69,1,2,1,2273,1,0,14,3,3,0,5,2,14,0,1
33,232,11,4,3,38,2,3,3,4293,1,0,14,3,3,2,8,1,2,0,1
28,414,24,1,1,54,1,1,1,2238,7,1,12,3,1,0,3,1,0,1,1
51,1183,21,2,3,79,3,3,4,14721,0,0,14,3,4,0,7,2,22,1,1
33,909,1,4,3,93,3,4,3,10529,1,0,18,3,4,1,16,3,19,0,1
23,855,16,1,4,94,3,4,4,9638,1,0,17,3,2,0,19,1,9,0,1
22,477,27,1,1,46,1,1,1,2355,7,1,12,3,1,0,4,1,1,1,1
28,643,17,2,4,78,3,2,2,6290,1,0,11,3,3,1,15,2,2,1,1
49,1234,2,3,4,85,3,2,4,5094,1,0,19,3,3,1,9,3,17,0,1
31,352,26,2,1,34,1,1,1,1570,5,1,12,3,1,0,4,1,2,1,1
30,401,27,2,3,71,3,2,1,6408,4,1,16,3,4,1,20,3,21,1,1
32,1210,8,1,2,51,1,2,1,8455,1,0,23,3,1,1,4,2,0,0,1
53,1136,15,3,3,35,1,1,4,3257,5,0,14,3,1,1,2,1,10,0,1
30,1228,15,2,1,74,1,4,1,11234,5,0,22,3,2,2,4,3,19,1,1
42,1198,4,4,4,71,3,4,4,13421,1,0,16,3,3,1,11,3,9,0,1
39,1328,2,4,4,69,3,3,3,11372,1,0,22,3,3,2,19,3,18,0,1
29,1068,8,4,3,77,3,2,4,14830,7,0,24,3,2,1,25,3,3,0,1
48,986,3,4,4,85,3,4,4,11026,2,0,18,3,4,2,23,3,15,0,1
33,1083,27,3,1,68,2,1,4,1606,8,0,20,3,1,2,20,1,7,1,1
23,422,25,2,1,49,1,1,1,2652,8,1,11,3,1,0,4,1,2,1,1
22,1203,18,3,4,47,3,3,4,2250,6,1,16,3,4,1,0,2,12,0,1
42,1354,4,3,4,71,3,4,3,9533,2,0,20,3,4,1,23,3,15,0,1
31,1048,19,2,2,73,3,3,2,6714,6,1,16,3,1,2,9,1,23,1,1
41,1063,29,2,1,34,2,1,2,14551,6,0,21,3,1,1,4,3,4,0,1
29,383,23,1,1,51,1,1,1,1353,6,1,11,3,1,0,3,1,1,1,1
22,1055,11,4,2,32,2,2,1,8583,5,0,24,3,2,1,8,3,24,1,1
26,496,21,1,1,43,1,1,1,2658,5,1,11,3,1,0,2,1,0,1,1
25,226,23,1,1,35,1,1,1,1848,8,1,13,3,1,0,4,1,0,1,1
48,1392,28,4,3,65,3,1,3,2532,8,0,20,3,1,2,22,3,5,1,1
32,1391,2,3,3,76,3,4,3,8530,2,0,21,3,4,2,8,3,5,0,1
33,1154,2,4,4,75,3,2,4,13345,1,0,18,3,3,1,20,3,11,0,1
24,239,28,2,1,38,1,1,1,2496,4,1,12,3,1,0,4,1,2,1,1
23,229,29,2,1,32,1,1,1,1828,7,1,12,3,1,0,1,1,0,1,1
44,888,4,3,4,81,3,3,3,11714,1,0,20,3,4,2,19,3,9,0,1
22,254,27,1,1,44,1,1,1,1076,6,1,11,3,1,0,2,1,1,1,1
33,842,1,4,3,62,3,3,4,12929,1,0,22,3,3,2,9,3,15,0,1
31,350,29,2,1,41,1,1,1,2407,6,1,11,3,1,0,2,1,1,1,1
33,222,6,2,2,45,2,4,2,10670,0,1,21,3,4,2,17,1,10,0,1
36,629,17,2,2,57,3,4,3,14717,5,0,18,3,2,2,21,1,13,0,1
38,930,1,3,4,78,3,2,4,11603,2,0,16,3,4,2,21,3,17,0,1
32,1203,2,4,2,48,3,4,2,5210,0,1,21,3,2,1,22,3,4,1,1
31,1067,2,3,4,79,3,2,4,6132,1,0,20,3,3,1,12,3,8,0,1
34,497,15,3,2,79,2,3,3,3026,3,0,16,3,3,0,10,2,15,1,1
38,1114,1,3,4,65,3,4,3,10710,1,0,21,3,4,1,9,3,19,0,1
53,1133,8,4,2,98,1,2,3,13328,1,1,23,3,2,1,0,1,17,0,1
25,818,3,1,2,57,2,3,3,2274,2,1,18,3,4,1,3,1,10,0,1
28,353,25,2,1,43,1,1,1,1301,8,1,11,3,1,0,2,1,2,1,1
33,1286,4,4,4,90,2,2,4,5637,6,1,17,3,3,1,8,2,17,0,1
38,515,9,1,4,57,1,3,3,12911,1,1,21,3,4,0,25,2,4,1,1
40,728,22,4,4,61,3,2,1,12701,4,1,22,3,4,1,1,1,15,1,1
39,851,3,4,4,74,3,3,3,11654,2,0,18,3,3,1,10,3,11,0,1
44,936,2,3,4,64,3,3,4,11669,2,0,21,3,3,2,15,3,12,0,1
22,426,15,1,1,53,1,1,1,1815,4,1,11,3,1,0,2,1,0,1,1
54,1368,27,3,2,99,3,1,2,5004,1,1,18,3,3,0,23,3,22,0,1
44,567,12,3,3,95,3,3,4,14211,8,1,11,3,3,2,11,3,6,0,1
24,823,5,4,2,55,3,4,2,9644,5,0,14,3,4,2,7,3,1,0,1
49,708,8,3,3,74,2,2,1,5272,5,0,23,3,3,2,28,1,23,0,1
45,1383,27,4,3,34,3,2,3,13399,6,0,12,3,4,0,9,2,11,1,1
32,1370,4,4,3,97,3,3,3,14416,2,0,20,3,3,1,9,3,12,0,1
31,329,19,2,1,34,1,1,1,1454,7,1,12,3,1,0,2,1,2,1,1
30,570,21,2,1,44,1,1,1,2887,4,1,11,3,1,0,1,1,2,1,1
28,939,21,2,4,41,3,3,1,2825,2,0,16,3,2,2,26,1,3,0,1
31,1278,2,4,4,53,2,4,4,3910,2,0,15,3,3,1,1,1,8,0,1
24,338,28,2,1,39,1,1,1,2491,7,1,12,3,1,0,2,1,0,1,1
49,609,6,3,1,74,3,1,3,9115,1,0,15,3,1,1,22,2,14,1,1
27,711,1,2,3,68,3,2,1,3849,8,1,14,3,3,0,13,3,24,0,1
31,1389,4,4,4,56,2,2,1,8660,1,1,14,3,2,1,0,2,20,1,1
31,833,7,4,2,54,3,1,3,4632,5,1,12,3,3,1,10,1,8,1,1
27,386,29,1,1,51,1,1,1,2731,6,1,11,3,1,0,1,1,0,1,1
29,229,14,4,1,81,1,2,1,6516,8,1,18,3,3,1,28,1,24,1,1
41,810,1,3,4,93,3,4,4,8718,1,0,23,3,3,1,19,3,9,0,1
41,229,9,2,1,77,2,4,1,11687,8,1,24,3,1,0,12,1,2,0,1
49,665,18,1,3,69,2,1,1,10138,1,1,11,3,1,0,27,3,15,1,1
51,634,20,4,2,43,2,4,2,14079,1,1,21,3,1,2,19,1,9,1,1
24,522,22,2,1,35,1,1,1,1947,4,1,12,3,1,0,2,1,2,1,1
40,1322,4,4,3,75,3,4,3,8415,2,0,21,3,3,2,22,3,9,0,1
43,1217,29,1,1,56,2,3,2,7375,5,1,22,3,4,2,20,3,16,0,1
27,485,20,1,1,49,1,1,1,1658,5,1,13,3,1,0,3,1,0,1,1
36,851,15,2,3,46,2,1,4,5745,2,1,24,3,2,0,23,2,1,1,1
28,526,27,2,1,72,3,3,2,13293,1,0,13,3,1,2,17,1,5,1,1
35,1109,3,4,4,94,3,4,4,5945,1,0,17,3,3,2,24,3,15,0,1
26,513,29,1,1,45,1,1,1,2413,5,1,12,3,1,0,1,1,2,1,1
34,1176,13,4,4,64,2,3,1,11749,4,0,11,3,4,1,0,1,13,0,1
36,850,3,3,4,85,3,4,4,14533,2,0,17,3,4,1,19,3,5,0,1
31,813,1,3,4,98,3,3,3,6982,1,0,16,3,3,1,15,3,17,0,1
36,1210,16,3,1,52,3,2,2,8760,8,1,24,3,3,1,2,2,18,0,1
24,288,2,3,3,67,2,4,3,11933,1,1,21,3,1,2,8,2,10,1,1
25,267,26,2,1,40,1,1,1,1177,8,1,13,3,1,0,3,1,2,1,1
49,1263,4,3,4,92,3,3,4,13998,1,0,21,3,3,1,17,3,13,0,1
29,275,28,1,1,49,1,1,1,1125,7,1,12,3,1,0,2,1,2,1,1
28,559,28,2,1,31,1,1,1,2933,5,1,12,3,1,0,2,1,1,1,1
26,870,5,4,3,71,1,2,1,3672,1,0,11,3,4,2,25,2,12,1,1
39,1258,2,3,4,96,3,4,4,13710,2,0,15,3,4,1,19,3,11,0,1
24,434,5,3,2,37,2,4,3,9325,0,1,11,3,4,2,17,2,11,1,1
26,343,22,2,1,35,1,1,1,1541,8,1,11,3,1,0,3,1,1,1,1
43,1204,3,4,3,71,3,2,4,11707,1,0,17,3,3,2,22,3,14,0,1
