school,sex,age,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,pass,synthetic
0,0,16,4,0,0,0,1,1,1,1,0,3,2,1,1,1,4,3,16,14,1,1
0,0,18,3,2,1,0,0,1,1,1,1,4,3,4,2,3,1,20,15,17,1,1
0,0,18,2,1,1,0,1,0,1,1,1,2,3,3,1,2,2,3,12,12,0,1
0,0,17,4,0,0,0,1,1,1,1,0,3,3,1,1,1,3,3,14,18,1,1
1,0,20,1,2,1,0,0,0,0,0,1,1,3,4,4,4,1,25,7,3,0,1
0,1,16,2,1,1,1,1,1,1,0,1,2,3,2,2,2,2,5,11,9,0,1
0,1,17,3,0,0,0,1,1,1,1,0,3,2,2,1,1,3,3,14,17,1,1
0,1,16,1,2,1,0,0,0,0,0,1,2,4,3,4,3,1,27,4,5,0,1
0,1,16,2,1,0,0,1,0,0,1,0,2,2,3,2,2,2,9,12,12,1,1
0,1,15,3,2,0,0,1,0,1,1,0,1,3,1,3,3,1,20,13,12,1,1
1,1,15,4,3,0,0,0,1,1,1,1,1,3,4,3,2,1,6,16,15,0,1
0,0,18,2,0,0,0,1,1,0,1,1,2,3,3,2,2,3,8,11,8,1,1
1,1,15,3,2,1,1,0,0,1,1,1,3,4,4,1,3,2,28,5,5,0,1
1,1,18,1,2,1,0,0,0,0,1,1,2,3,4,4,3,2,20,5,5,0,1
1,0,16,2,1,0,1,1,0,1,0,1,2,3,3,1,2,3,7,12,9,1,1
0,0,18,4,0,0,0,0,1,1,1,0,3,3,1,1,1,3,3,17,17,1,1
1,0,17,3,0,0,0,1,1,1,1,0,4,3,2,1,1,3,4,17,18,1,1
1,0,15,3,0,0,1,1,1,1,1,0,4,3,1,1,1,3,4,14,14,1,1
1,1,19,1,2,1,0,0,0,0,0,1,2,3,4,4,4,2,28,4,4,0,1
0,1,20,4,2,0,0,1,0,1,1,1,1,1,2,1,4,4,20,12,16,0,1
0,1,17,2,0,0,0,0,1,1,0,0,3,3,3,2,1,3,3,11,8,0,1
1,0,20,1,3,1,0,0,0,0,0,1,1,3,4,4,4,2,25,3,5,0,1
0,0,18,2,1,0,1,1,1,1,0,0,3,2,3,2,2,2,6,11,10,0,1
1,0,17,2,0,0,0,0,0,0,1,0,2,2,2,2,1,2,7,10,10,1,1
1,0,18,1,3,1,0,0,0,0,1,1,1,4,4,4,3,2,13,5,4,0,1
1,0,16,2,0,1,0,0,1,0,0,0,2,2,3,2,1,2,11,11,10,0,1
1,1,21,4,2,0,0,0,0,1,1,0,4,2,4,2,1,2,19,8,11,1,1
0,0,16,3,0,0,0,1,1,1,1,0,4,3,1,1,1,3,4,15,17,1,1
0,0,15,3,0,0,1,1,1,1,1,0,4,2,1,1,1,4,3,12,16,1,1
1,0,15,3,0,0,1,1,1,1,1,0,4,3,2,1,1,4,0,14,15,1,1
1,1,19,1,3,1,0,0,0,0,1,1,1,4,4,4,4,1,22,4,7,0,1
1,1,17,2,1,0,1,1,1,0,1,1,3,2,3,2,2,2,6,11,10,0,1
0,0,18,2,0,0,1,1,0,0,0,0,3,2,3,1,1,2,9,8,12,1,1
1,0,15,3,0,0,1,0,1,1,1,0,3,3,2,1,1,4,4,14,18,1,1
1,0,19,1,3,1,0,0,0,0,1,1,1,4,4,4,4,2,29,7,6,0,1
1,0,18,4,2,1,0,1,1,1,1,1,1,2,4,4,2,3,27,3,6,0,1
1,0,17,1,3,1,0,0,0,0,1,1,1,4,4,4,3,2,11,5,6,0,1
1,0,17,2,1,1,1,1,1,0,1,1,3,3,2,1,1,2,11,9,12,1,1
1,0,16,1,3,1,0,0,0,0,1,1,1,4,4,3,3,2,24,7,3,0,1
1,1,17,2,0,0,1,0,1,0,0,1,3,3,2,2,1,2,5,9,11,0,1
1,1,16,2,0,0,0,0,1,0,0,0,3,3,3,1,2,3,9,8,12,1,1
0,1,19,1,2,1,0,0,0,0,1,1,1,4,3,3,4,2,25,7,3,0,1
1,0,17,2,0,1,0,1,0,0,0,0,2,2,3,2,1,2,11,12,9,1,1
1,1,15,3,0,0,0,1,1,1,1,0,4,2,2,1,1,4,4,12,18,1,1
0,0,20,1,2,1,0,0,0,0,1,1,2,4,4,3,3,1,23,5,4,0,1
0,0,16,2,0,1,0,0,1,0,1,1,3,2,2,2,1,2,4,12,9,0,1
1,0,18,2,0,1,0,1,0,0,1,1,3,2,2,1,2,3,3,8,11,0,1
0,1,18,2,0,1,1,0,1,0,1,0,2,3,2,1,2,3,3,10,9,1,1
0,0,17,3,0,0,0,1,1,1,1,0,4,2,1,1,1,3,1,17,17,1,1
0,1,16,2,0,0,0,0,1,0,0,0,3,2,3,1,1,3,3,10,11,1,1
0,0,17,2,1,0,0,1,1,0,1,1,3,2,2,2,1,3,5,9,11,0,1
1,0,18,3,0,0,1,1,1,1,1,0,4,3,1,1,1,3,3,13,16,1,1
0,0,17,4,0,0,1,1,1,1,1,0,3,3,1,1,1,4,4,12,14,1,1
1,1,16,4,0,0,0,1,1,1,1,0,4,3,2,1,1,4,2,14,17,1,1
0,1,15,3,0,0,0,1,1,1,1,0,3,2,2,1,1,4,1,13,16,1,1
1,0,18,2,1,0,1,0,1,1,0,1,2,2,3,1,2,3,7,12,8,1,1
0,1,17,1,3,1,0,0,0,0,1,1,1,4,3,3,4,1,14,3,5,0,1
0,0,19,1,2,1,0,0,0,0,1,1,1,4,3,4,4,1,12,4,4,0,1
0,1,18,1,2,1,0,0,0,0,1,1,1,4,3,3,3,1,22,7,7,0,1
1,1,15,4,0,0,1,0,1,1,1,0,4,2,2,1,1,4,3,13,17,1,1
0,1,16,2,0,1,1,1,1,0,0,0,3,2,3,1,2,2,6,8,11,0,1
1,0,16,1,2,1,0,0,0,0,0,1,1,4,4,4,3,1,26,5,7,0,1
1,0,16,2,0,1,1,0,0,1,0,1,3,2,3,1,2,3,10,12,12,0,1
0,0,18,2,1,1,0,1,1,0,0,0,3,3,2,1,2,3,8,10,9,1,1
0,1,21,1,2,1,0,0,0,0,0,1,2,4,3,3,3,1,20,6,5,0,1
0,1,18,3,0,0,1,1,1,1,1,0,4,3,2,1,1,4,4,16,13,1,1
1,0,17,4,3,0,1,1,1,1,1,1,1,4,3,3,2,4,7,13,14,1,1
0,1,18,4,0,0,0,1,1,1,1,0,3,2,2,1,1,4,2,12,17,1,1
0,1,18,2,0,1,0,0,1,0,1,1,3,3,3,1,1,2,9,11,9,0,1
0,0,20,4,3,1,0,1,1,1,1,1,1,3,2,4,2,2,14,10,12,1,1
1,1,21,1,3,1,0,0,0,0,1,1,1,3,3,4,3,1,26,6,6,0,1
0,0,18,4,0,0,1,1,1,1,1,0,3,3,1,1,1,4,2,16,15,1,1
0,1,18,2,1,0,1,0,0,0,0,0,3,2,2,1,1,2,6,8,11,1,1
1,0,15,4,0,0,1,1,1,1,1,0,3,3,2,1,1,4,0,12,18,1,1
1,1,16,3,0,0,0,0,1,1,1,0,3,2,2,1,1,3,0,17,14,1,1
1,1,20,3,2,1,0,0,1,1,1,0,1,3,2,4,2,1,11,13,17,0,1
1,1,15,4,0,0,0,1,1,1,1,0,4,3,1,1,1,3,2,17,16,1,1
1,0,16,1,2,1,0,0,0,0,0,1,1,4,4,3,4,1,25,6,6,0,1
0,1,15,4,0,0,0,1,1,1,1,0,4,3,1,1,1,3,3,15,17,1,1
0,0,19,1,2,1,0,0,0,0,1,1,2,3,3,4,3,2,14,5,6,0,1
0,1,18,2,1,1,1,1,1,1,0,1,3,3,2,1,1,3,8,12,11,1,1
0,1,16,1,2,1,0,0,0,0,0,1,1,4,4,4,3,1,29,3,6,0,1
0,1,17,4,0,0,0,0,1,1,1,0,4,3,2,1,1,3,3,13,17,1,1
1,0,21,4,2,1,1,0,1,1,1,0,1,1,1,3,3,3,20,4,13,1,1
1,1,16,1,3,1,0,0,0,0,1,1,2,4,3,3,3,1,10,5,7,0,1
1,0,17,2,1,0,0,0,0,1,1,0,2,3,2,2,1,3,10,11,11,0,1
1,1,17,3,0,0,0,0,1,1,1,0,4,2,2,1,1,3,0,17,14,1,1
1,1,17,2,1,1,1,1,0,1,0,1,3,3,3,1,1,3,11,9,12,1,1
1,0,18,4,0,0,0,0,1,1,1,0,3,3,2,1,1,4,1,12,14,1,1
0,1,17,1,2,1,0,0,0,0,1,1,2,3,4,4,4,1,11,3,5,0,1
1,1,18,2,1,0,0,1,1,0,0,1,2,3,3,1,1,3,7,9,12,1,1
1,1,16,4,0,0,1,1,1,1,1,0,4,3,1,1,1,4,4,15,13,1,1
0,1,19,1,3,1,0,0,0,0,1,1,1,3,4,3,3,2,14,6,7,0,1
1,0,18,2,1,1,1,1,0,0,0,1,2,2,3,2,1,3,3,8,11,1,1
0,1,18,1,3,1,0,0,0,0,0,1,1,3,3,3,3,1,28,7,5,0,1
0,0,16,2,1,0,0,0,1,1,0,0,3,2,2,2,1,2,6,11,10,0,1
1,0,19,4,3,1,0,1,1,1,1,0,1,3,2,1,3,1,16,4,15,1,1
0,1,18,2,0,0,1,0,0,0,1,1,3,2,3,1,1,3,5,10,10,0,1
0,1,16,2,1,1,1,0,0,0,1,0,2,3,3,2,2,3,5,9,10,0,1
1,1,18,2,1,0,0,1,0,0,0,1,2,3,3,1,1,3,4,10,10,1,1
1,1,16,1,3,1,0,0,0,0,1,1,1,3,4,4,3,2,24,5,7,0,1
1,1,20,4,3,0,0,0,0,1,1,1,1,4,4,1,1,1,28,8,8,0,1
1,0,15,3,3,1,0,1,1,1,1,0,3,1,3,2,4,3,14,11,12,0,1
0,0,18,4,0,0,1,0,1,1,1,0,4,3,1,1,1,3,3,16,17,1,1
1,0,17,4,0,0,1,0,1,1,1,0,3,2,2,1,1,4,3,13,18,1,1
0,1,21,1,2,1,0,0,0,0,1,1,1,3,4,4,3,1,25,7,4,0,1
1,0,16,1,3,1,0,0,0,0,0,1,2,4,4,3,4,1,13,3,4,0,1
0,1,19,4,2,1,1,1,0,1,1,0,3,4,2,1,2,4,27,15,5,0,1
0,1,19,3,2,1,1,1,1,1,1,0,1,4,2,2,2,3,1,14,14,1,1
1,0,20,1,2,1,0,0,0,0,0,1,2,4,3,4,3,2,15,6,5,0,1
0,1,16,2,1,0,1,0,1,0,1,1,3,2,2,1,2,2,9,12,8,0,1
0,1,18,3,0,0,0,1,1,1,1,0,4,3,1,1,1,3,2,13,16,1,1
1,0,18,2,0,1,0,1,0,1,1,0,3,2,3,2,2,3,8,9,8,0,1
0,0,18,2,1,0,1,1,1,0,0,0,2,3,2,2,2,2,9,12,9,0,1
1,0,18,2,1,0,0,0,0,0,0,0,3,3,2,1,1,3,8,12,12,0,1
1,0,16,4,2,1,0,0,0,1,1,0,4,3,4,1,3,4,8,14,16,0,1
0,0,17,4,0,0,1,0,1,1,1,0,4,3,1,1,1,3,3,12,14,1,1
1,1,15,3,3,1,0,0,1,1,1,1,2,4,2,1,4,1,22,13,8,0,1
0,1,17,2,0,0,1,1,1,0,1,0,2,3,2,2,1,3,11,11,11,0,1
0,1,18,3,0,0,1,1,1,1,1,0,4,3,2,1,1,4,4,16,17,1,1
1,1,17,4,0,0,1,1,1,1,1,0,3,2,2,1,1,3,3,16,14,1,1
0,0,18,2,0,0,0,1,1,1,1,0,3,3,2,1,1,2,9,10,9,1,1
1,1,18,2,0,0,1,0,1,0,1,0,2,3,2,2,1,2,10,12,11,1,1
1,1,17,4,0,0,0,1,1,1,1,0,4,3,1,1,1,3,4,13,17,1,1
0,1,21,3,3,0,0,0,0,1,1,1,2,1,3,2,3,3,0,7,11,0,1
0,1,17,2,1,0,0,1,0,1,0,1,3,3,2,2,1,2,7,12,8,0,1
1,1,15,3,0,0,0,0,1,1,1,0,4,2,2,1,1,3,3,12,16,1,1
0,1,17,2,0,1,0,0,0,1,1,0,2,3,3,2,1,2,7,10,8,1,1
1,0,18,3,0,0,1,0,1,1,1,0,3,3,1,1,1,4,0,16,13,1,1
0,1,15,4,3,0,0,0,0,1,1,0,4,2,3,1,1,2,18,3,4,1,1
0,1,16,3,0,0,0,0,1,1,1,0,4,2,2,1,1,4,0,14,14,1,1
0,1,17,2,1,1,1,0,0,0,0,1,2,3,2,1,1,3,6,8,10,0,1
0,0,18,3,3,0,1,0,0,1,1,1,2,1,2,1,3,1,7,5,17,1,1
1,0,17,3,0,0,0,0,1,1,1,0,4,2,2,1,1,4,4,15,17,1,1
1,0,18,3,0,0,1,1,1,1,1,0,4,3,1,1,1,3,4,16,18,1,1
0,0,16,1,2,1,0,0,0,0,1,1,2,4,3,3,3,2,22,4,6,0,1
1,0,16,3,0,0,1,0,1,1,1,0,4,3,2,1,1,3,2,17,15,1,1
1,0,16,4,0,0,1,1,1,1,1,0,3,3,1,1,1,3,3,14,18,1,1
1,1,17,4,0,0,0,0,1,1,1,0,3,3,1,1,1,4,2,13,16,1,1
0,1,16,2,0,0,0,0,0,1,1,1,2,3,3,2,1,3,11,8,10,1,1
1,1,18,3,0,0,0,1,1,1,1,0,3,3,1,1,1,4,4,17,18,1,1
0,1,20,3,2,0,0,0,0,1,1,0,4,4,2,4,3,3,2,8,15,1,1
0,0,20,3,3,0,0,0,0,1,1,1,1,1,2,3,4,1,8,13,17,0,1
0,1,18,1,3,1,0,0,0,0,0,1,2,3,4,4,3,2,26,6,6,0,1
1,1,16,4,0,0,0,0,1,1,1,0,4,2,1,1,1,4,3,14,18,1,1
0,1,19,4,3,1,1,0,0,1,1,0,2,2,3,4,2,1,28,4,4,1,1
0,0,20,1,2,1,0,0,0,0,1,1,2,4,3,4,4,1,14,3,7,0,1
0,0,21,1,2,1,0,0,0,0,0,1,2,4,4,4,3,1,26,4,4,0,1
0,1,20,4,2,0,0,0,0,1,1,1,4,4,3,1,1,4,8,7,12,0,1
0,1,16,4,0,0,1,1,1,1,1,0,4,2,1,1,1,4,2,17,13,1,1
0,0,16,2,0,1,1,1,0,1,0,0,2,3,2,2,2,2,9,11,11,1,1
1,0,16,4,0,0,1,1,1,1,1,0,3,2,2,1,1,4,4,12,17,1,1
0,1,16,2,0,1,0,1,0,1,1,1,3,3,2,1,2,3,9,9,8,1,1
1,1,17,3,2,1,1,0,0,1,1,0,4,2,3,4,3,2,19,10,13,1,1
1,0,15,4,3,0,0,0,1,1,1,0,1,3,4,3,2,2,28,8,13,1,1
0,0,17,2,1,0,0,1,1,1,0,1,2,3,3,1,1,2,10,10,10,0,1
0,1,15,3,0,0,1,0,1,1,1,0,3,3,1,1,1,3,2,12,15,1,1
1,1,18,2,0,1,1,1,1,1,0,1,3,3,2,1,1,2,9,11,12,0,1
1,1,16,2,1,1,1,1,0,1,0,1,3,3,2,1,1,3,8,8,11,0,1
0,1,16,3,0,0,1,1,1,1,1,0,3,2,1,1,1,3,1,16,16,1,1
0,0,18,3,2,1,0,0,0,1,1,0,2,3,2,1,4,3,5,9,16,0,1
0,0,20,1,3,1,0,0,0,0,0,1,1,3,3,3,3,2,27,5,3,0,1
1,1,21,1,2,1,0,0,0,0,1,1,1,4,4,4,4,1,26,3,4,0,1
0,1,17,4,3,1,1,0,1,1,1,0,2,3,4,1,4,2,26,4,12,1,1
1,0,20,1,2,1,0,0,0,0,0,1,1,4,4,4,3,2,10,5,4,0,1
1,0,16,2,1,0,0,1,1,1,1,0,2,3,2,1,2,3,11,11,8,1,1
0,1,20,4,3,0,0,0,1,1,1,0,1,4,2,1,1,2,9,6,7,0,1
0,1,16,1,2,1,0,0,0,0,0,1,2,4,3,4,4,2,24,5,6,0,1
0,0,17,4,0,0,0,0,1,1,1,0,3,3,2,1,1,4,0,13,14,1,1
0,1,20,1,2,1,0,0,0,0,1,1,1,4,3,3,4,1,21,3,5,0,1
0,1,18,1,3,1,0,0,0,0,1,1,2,3,4,3,4,2,13,7,3,0,1
1,1,18,4,0,0,1,1,1,1,1,0,3,2,2,1,1,4,3,12,18,1,1
1,1,18,2,0,1,0,0,1,0,0,1,3,2,3,1,2,3,3,11,9,1,1
1,1,17,2,1,1,1,0,1,1,1,1,3,3,2,1,1,2,9,8,11,1,1
0,1,17,3,0,0,1,1,1,1,1,0,4,3,2,1,1,4,2,13,16,1,1
1,0,17,2,1,1,1,0,1,1,0,0,3,2,3,2,1,3,6,10,12,0,1
0,0,15,3,0,0,0,1,1,1,1,0,3,3,1,1,1,3,4,16,13,1,1
0,1,16,2,1,0,1,0,0,0,1,1,3,3,2,1,1,3,9,9,11,1,1
1,1,16,2,1,1,0,0,0,1,0,0,2,3,2,2,2,2,4,9,12,1,1
1,0,17,4,3,0,1,1,1,1,1,1,1,3,3,3,1,3,11,11,4,1,1
1,0,19,1,3,1,0,0,0,0,0,1,2,4,4,4,3,2,21,7,4,0,1
0,1,17,1,3,1,0,0,0,0,0,1,2,4,3,3,3,1,15,7,6,0,1
1,0,21,1,3,1,0,0,0,0,1,1,1,3,4,4,4,1,19,7,7,0,1
0,1,16,1,2,1,0,0,0,0,1,1,2,4,3,4,4,2,25,4,5,0,1
0,1,17,1,3,1,0,0,0,0,1,1,2,3,3,3,4,1,29,7,3,0,1
1,0,16,2,0,1,1,0,0,1,0,1,3,3,3,2,2,2,7,9,11,0,1
1,1,18,3,2,0,1,0,1,1,1,1,3,2,1,2,3,2,22,13,8,1,1
1,1,20,1,2,1,0,0,0,0,1,1,2,3,4,3,4,2,22,5,7,0,1
1,0,16,4,0,0,0,1,1,1,1,0,4,2,2,1,1,4,1,16,17,1,1
1,0,16,2,0,1,1,1,1,1,0,1,3,3,2,2,1,2,7,10,9,1,1
0,1,17,2,0,1,1,0,0,1,1,1,2,2,2,2,2,2,8,8,11,0,1
0,0,18,2,0,0,1,0,0,0,0,0,3,2,2,1,2,3,6,12,9,0,1
1,0,18,4,0,0,0,1,1,1,1,0,3,3,1,1,1,4,3,17,16,1,1
0,1,17,2,1,0,0,1,0,1,1,1,2,3,3,2,1,2,9,8,12,1,1
0,0,21,4,2,0,0,0,1,1,1,0,2,4,2,4,3,2,15,10,6,0,1
1,1,20,1,2,1,0,0,0,0,0,1,1,3,4,3,3,2,11,3,6,0,1
0,0,17,1,2,1,0,0,0,0,1,1,2,4,4,4,3,2,19,3,4,0,1
0,0,18,3,0,0,1,1,1,1,1,0,4,2,2,1,1,3,3,12,15,1,1
0,0,17,1,2,1,0,0,0,0,1,1,2,3,4,3,3,1,24,5,5,0,1
1,0,17,2,1,0,0,0,0,0,1,1,3,3,3,2,2,2,8,8,9,0,1
1,0,18,3,2,1,1,0,1,1,1,0,2,3,2,1,4,3,22,14,7,0,1
1,0,20,1,2,1,0,0,0,0,1,1,1,4,4,4,4,2,29,6,5,0,1
0,0,19,1,2,1,0,0,0,0,1,1,1,4,4,3,3,2,19,3,7,0,1
1,1,16,4,0,0,0,1,1,1,1,0,4,2,1,1,1,4,0,15,13,1,1
0,1,20,1,2,1,0,0,0,0,0,1,1,3,4,3,4,1,29,7,5,0,1
1,1,15,3,0,0,1,1,1,1,1,0,3,3,1,1,1,3,0,15,14,1,1
0,1,16,1,2,1,0,0,0,0,0,1,2,3,3,4,3,2,23,6,6,0,1
0,1,16,2,1,0,1,0,1,0,0,0,3,2,2,1,1,3,7,10,8,1,1
0,0,16,3,0,0,0,1,1,1,1,0,4,3,1,1,1,4,4,17,15,1,1
0,0,16,1,2,1,0,0,0,0,0,1,2,3,3,4,3,2,19,4,5,0,1
0,0,18,2,1,0,1,1,0,0,0,0,3,2,3,1,1,2,9,11,12,1,1
0,1,18,4,3,0,0,1,0,1,1,1,2,1,2,2,1,3,11,4,3,1,1
0,0,16,2,0,0,1,1,0,0,1,1,3,2,2,2,1,2,6,8,12,0,1
1,0,18,2,0,1,1,0,1,1,1,1,3,3,2,2,2,2,9,8,12,1,1
1,0,20,4,2,1,1,1,1,1,1,0,3,1,3,1,2,4,18,5,4,0,1
1,1,18,2,1,1,0,1,1,1,0,1,3,2,2,2,2,2,8,11,8,0,1
0,1,17,2,0,1,1,1,1,1,1,0,3,3,3,1,2,3,3,11,8,0,1
0,0,18,2,0,1,1,1,1,0,1,0,3,3,3,1,2,3,4,12,9,1,1
1,1,16,3,0,0,0,0,1,1,1,0,4,2,2,1,1,3,4,13,16,1,1
1,0,18,4,0,0,0,0,1,1,1,0,4,3,1,1,1,3,4,14,17,1,1
1,1,18,1,2,1,0,0,0,0,0,1,2,3,3,4,4,2,12,6,3,0,1
1,1,17,2,0,0,1,0,1,1,0,0,2,2,3,1,1,3,4,11,11,0,1
1,0,17,3,2,0,1,1,1,1,1,1,1,4,3,3,1,1,24,7,15,1,1
1,0,16,2,1,1,1,1,0,0,0,1,2,3,2,2,1,2,10,9,9,1,1
1,0,18,2,0,0,0,1,1,0,0,1,3,2,3,2,2,2,9,8,12,0,1
0,0,16,4,0,0,1,1,1,1,1,0,4,3,2,1,1,3,3,12,17,1,1
0,1,16,1,3,1,0,0,0,0,1,1,1,3,3,4,4,2,14,5,4,0,1
0,1,19,1,3,1,0,0,0,0,0,1,1,4,4,4,3,2,11,7,3,0,1
0,0,19,1,2,1,0,0,0,0,0,1,1,4,4,3,3,2,22,5,4,0,1
1,0,20,1,2,1,0,0,0,0,1,1,1,3,4,4,3,1,25,5,3,0,1
1,0,16,3,2,1,1,0,1,1,1,1,1,4,3,1,2,2,10,13,3,0,1
1,1,17,1,2,1,0,0,0,0,1,1,1,3,4,3,3,1,12,5,6,0,1
0,0,20,4,2,0,0,1,1,1,1,1,4,1,4,2,1,1,1,4,14,1,1
1,1,18,4,3,0,0,0,1,1,1,1,1,3,2,1,2,2,28,7,15,1,1
1,1,16,2,1,0,0,1,0,1,0,0,3,2,2,1,2,3,9,10,12,1,1
1,1,17,2,1,0,1,1,0,0,1,1,2,2,2,2,2,2,10,10,12,1,1
1,1,17,2,0,1,0,0,1,0,0,1,3,3,2,2,2,3,6,12,12,1,1
0,1,19,4,3,1,1,1,0,1,1,1,1,1,1,1,1,3,26,10,15,1,1
0,0,19,1,3,1,0,0,0,0,1,1,1,3,3,4,3,2,13,3,5,0,1
1,0,16,2,0,0,0,0,1,1,1,0,3,2,2,2,1,3,8,12,9,1,1
0,1,17,2,0,1,0,1,1,1,0,0,2,2,2,1,2,2,11,10,10,1,1
1,0,16,3,0,0,0,1,1,1,1,0,3,3,1,1,1,4,3,15,15,1,1
1,0,18,2,0,1,0,0,0,1,0,1,2,2,2,1,2,2,4,9,8,1,1
0,0,17,3,0,0,1,0,1,1,1,0,3,3,1,1,1,3,1,12,16,1,1
0,1,16,2,0,1,1,0,1,1,1,1,2,2,2,2,2,2,3,12,10,1,1
0,1,20,1,2,1,0,0,0,0,1,1,2,4,4,4,3,2,27,3,4,0,1
0,1,18,2,0,0,0,1,1,0,0,1,3,2,2,1,1,3,3,12,9,1,1
1,0,15,3,0,0,1,0,1,1,1,0,4,2,1,1,1,4,1,14,13,1,1
0,1,16,2,0,1,0,1,0,0,0,1,3,3,3,1,1,2,11,8,8,1,1
0,1,15,3,0,0,0,1,1,1,1,0,4,2,1,1,1,4,1,16,17,1,1
1,0,16,1,3,1,0,0,0,0,0,1,2,3,4,3,3,2,19,7,4,0,1
0,1,16,4,2,0,1,0,1,1,1,0,2,1,4,4,1,4,11,4,14,0,1
0,0,15,4,0,0,1,0,1,1,1,0,4,2,2,1,1,4,3,16,15,1,1
0,1,15,4,0,0,1,1,1,1,1,0,3,3,2,1,1,3,2,16,16,1,1
0,0,16,3,0,0,1,0,1,1,1,0,4,3,1,1,1,4,1,13,17,1,1
1,1,17,2,1,1,0,0,0,1,0,1,2,2,3,2,1,2,5,9,8,1,1
1,0,18,4,2,1,1,0,1,1,1,1,3,3,2,2,2,1,3,10,6,1,1
0,0,17,2,1,0,0,0,1,1,1,1,2,2,2,1,2,3,11,10,12,0,1
1,0,18,2,0,1,1,1,0,1,0,1,3,3,2,1,2,2,3,10,12,0,1
1,0,17,1,3,1,0,0,0,0,1,1,2,3,4,4,3,1,26,4,7,0,1
0,1,16,1,2,1,0,0,0,0,0,1,1,3,4,4,3,2,25,7,3,0,1
0,0,21,1,3,1,0,0,0,0,0,1,2,4,4,4,4,2,27,5,3,0,1
1,0,21,1,2,1,0,0,0,0,1,1,2,4,4,4,4,2,16,6,5,0,1
0,0,18,2,1,1,0,0,0,0,1,0,2,2,2,1,2,3,11,12,9,0,1
0,1,17,3,3,1,0,1,0,1,1,1,4,1,3,3,2,3,8,6,14,0,1
0,1,18,3,2,0,1,0,0,1,1,1,4,1,1,2,1,1,15,10,5,1,1
0,1,17,2,0,0,1,1,0,1,0,1,2,2,3,2,1,3,5,9,9,1,1
1,1,19,3,3,1,1,0,1,1,1,0,1,3,2,2,2,1,5,9,7,0,1
0,1,17,4,0,0,0,1,1,1,1,0,4,3,2,1,1,3,0,14,14,1,1
1,0,18,4,3,1,1,0,1,1,1,0,1,1,3,1,3,3,16,4,10,0,1
1,1,16,2,0,1,1,0,0,0,0,1,3,2,2,1,2,2,7,12,9,0,1
0,0,18,3,2,1,1,1,0,1,1,1,1,4,2,2,1,1,2,3,3,0,1
0,1,15,3,2,0,1,1,0,1,1,1,2,3,1,1,3,2,2,14,7,1,1
1,1,17,2,0,1,1,1,1,1,1,1,3,3,2,1,2,2,11,11,8,1,1
1,1,16,2,1,0,1,1,0,1,0,0,2,3,3,1,2,3,4,8,9,0,1
0,1,18,1,3,1,0,0,0,0,1,1,2,3,3,3,4,1,26,3,3,0,1
0,0,17,3,0,0,1,1,1,1,1,0,3,3,2,1,1,3,4,16,14,1,1
1,0,17,1,2,1,0,0,0,0,0,1,2,3,4,3,3,1,15,5,7,0,1
0,1,17,2,1,1,0,0,0,1,1,0,2,3,2,1,2,2,5,9,11,0,1
1,0,19,1,3,1,0,0,0,0,0,1,2,3,4,4,3,2,11,3,6,0,1
1,0,17,2,0,0,0,0,0,1,0,1,2,2,2,2,1,3,8,9,10,0,1
1,0,21,1,3,1,0,0,0,0,1,1,2,4,4,4,3,1,29,4,4,0,1
0,1,17,4,3,1,1,1,1,1,1,0,2,1,4,3,3,3,10,17,3,1,1
1,0,18,2,1,0,0,0,0,0,0,0,3,2,3,2,2,3,6,11,9,1,1
1,0,18,2,1,1,1,0,1,0,0,0,3,2,3,2,2,3,5,8,10,0,1
1,0,16,2,0,1,1,1,0,0,0,0,3,2,2,1,2,3,7,11,11,1,1
0,0,15,4,0,0,1,1,1,1,1,0,4,2,1,1,1,3,2,16,17,1,1
0,1,17,3,0,0,1,0,1,1,1,0,3,2,2,1,1,4,2,15,16,1,1
1,1,18,2,0,0,0,1,0,1,1,1,3,3,2,2,2,3,5,10,9,1,1
1,1,17,2,1,0,0,0,1,1,1,0,3,3,3,1,1,3,10,11,12,1,1
1,0,16,2,1,1,0,1,1,1,1,1,3,3,3,1,1,3,6,10,11,0,1
1,1,18,3,0,0,0,0,1,1,1,0,4,2,1,1,1,4,3,17,16,1,1
0,1,16,4,0,0,1,1,1,1,1,0,4,3,1,1,1,3,3,16,15,1,1
0,1,17,2,1,0,1,1,0,1,0,0,2,2,2,1,2,3,5,9,8,1,1
0,1,20,1,3,1,0,0,0,0,0,1,2,4,4,3,3,1,24,5,4,0,1
0,0,19,1,2,1,0,0,0,0,0,1,1,4,3,4,4,1,12,7,3,0,1
1,1,19,1,3,1,0,0,0,0,1,1,1,3,4,4,3,1,11,3,4,0,1
1,1,19,1,2,1,0,0,0,0,1,1,1,4,4,3,3,2,21,7,5,0,1
0,0,16,2,1,1,1,0,0,1,1,0,3,3,2,2,1,2,4,12,11,1,1
1,1,21,4,3,1,1,1,0,1,1,1,4,3,3,3,1,2,5,10,8,0,1
1,1,19,1,2,1,0,0,0,0,0,1,1,3,4,4,4,2,18,3,6,0,1
0,0,16,3,0,0,0,1,1,1,1,0,4,3,1,1,1,3,4,12,16,1,1
